Latitude,Longitude,altitude,Distance,Pitch angle,Velocity,Time(secs),Acceleration
39.72306367,125.9042225,1014,672,-214.3571429,8.434748218,697.5,12.09282899
33.856176,-118.361606,6302.19,142.9479,51,907,176,5153.409091
442760086,-940902739,6,176,-230,143,1720,83.13953488
442760088,-940902736,4,186,-235,131,2815,46.53641208
24.217176,-120.517225,7324.09,1297.233,-33,914,1258,726.5500795
32.927979,-119.006767,9057.14,270.3459,-26,882,290,3041.37931
442760088,-940902736,5,138,-230,161,2180,73.85321101
442760088,-940902737,2,154,-232,134,3015,44.44444444
37.82193963,125.9974265,126,502,-437.0357143,7.364541401,1127.5,6.531744036
32.830615,-119.133668,9344.11,286.3969,54,895,304,2944.078947
37.65142288,127.6933926,1226,1130,-626.5714286,6.45362118,1493.5,4.321139056
24.196695,-120.516773,7382.84,1299.508,37,911,1260,723.015873
53.36879461,-113.3054404,768.95,363,310.7,71.42,2448,29.1748366
33.929902,-118.35224,6090.83,134.7259,55,904,168,5380.952381
53.41358156,-113.610264,711.48,349,350.9,73.47,1098,66.91256831
53.39049908,-113.3144494,753.59,251,344.4,64.75,1062,60.96986817
442760086,-940902739,2,183,-230,103,1710,60.23391813
37.60956492,127.4432908,905,613,-226.7857143,8.375015744,721.5,11.60778343
442760087,-940902737,5,200,-232,137,2430,56.37860082
17.724531,-120.516981,2924.86,2015.459,-34,887,1942,456.7456231
39.40167,127.5369,195,586,7,10,135.5,73.80073801
34.262135,-118.244087,5323.23,94.6023,78,883,126,7007.936508
53.54680887,-113.7620189,748.32,358,354.2,61.43,2967,20.70441523
53.40206739,-113.3041085,761.2,226,359.3,66.96,2244,29.83957219
37.66234368,125.2661336,440,1321,-472.25,7.195299393,1195.5,6.018652775
53.67879498,-113.5156476,708.23,353,358.2,65.97,2643,24.96027242
53.37929333,-113.3506263,770.08,286,88.8,60.34,2217,27.21695986
30.839635,-120.516863,10420.19,563.8137,-15,895,540,1657.407407
53.6145318,-113.3471545,667,276,270.9,78.21,1323,59.11564626
32.49399,-119.567385,9946.35,341.6966,37,919,352,2610.795455
442760085,-940902735,2,146,-231,149,4855,30.6900103
28.354092,-120.516995,10416.53,839.1387,-37,887,768,1154.947917
38.41724595,125.6942995,226,601,-684.5714286,6.174869638,1605.5,3.846072649
39.98655309,126.8911493,1332,400,-65.21428571,9.1515379,409.5,22.3480779
442760087,-940902742,5,191,-230,130,1155,112.5541126
27.674429,-120.516985,8854.95,914.3283,-67,896,832,1076.923077
37.37568347,128.1235936,232,810,-745.6785714,5.881184976,1723.5,3.412349856
53.63696303,-113.5610667,718.26,321,279.8,77.51,171,453.2748538
53.38458046,-113.4446593,721.61,350,355.2,66.98,2193,30.54263566
53.65324446,-113.2727706,622.86,388,178.6,74.17,1203,61.65419784
53.49099629,-113.7603851,729.96,400,207.2,70.67,2271,31.11845002
442760087,-940902736,4,155,-233,101,3820,26.43979058
53.40593558,-113.6180449,708.12,279,271,69.69,1299,53.64896074
31.39491,-120.517138,10415.7,502.2716,-76,884,488,1811.47541
39.04860036,124.291971,974,1160,-593.4285714,6.612907776,1429.5,4.626028525
32.900164,-119.043063,9136.19,274.9075,68,886,294,3013.605442
53.46161165,-113.7797908,754.99,205,90.1,76.05,1431,53.14465409
38.91996704,128.8081553,385,967,24.89285714,9.584598332,235.5,40.69893135
53.64422949,-113.2803767,642.47,280,202,55.74,1455,38.30927835
37.80725826,125.1826687,413,888,-544.75,6.846859964,1335.5,5.1268139
53.64859101,-113.4754603,695.56,359,271.2,71.14,1038,68.53564547
37.56013902,125.4157973,1007,660,-324.1428571,7.907111369,909.5,8.693910246
38.03400617,125.6369905,415,586,-47.60714286,9.236158904,375.5,24.59696113
442760087,-940902737,4,121,-231,153,3470,44.09221902
53.46896592,-113.3224916,745.16,231,268.6,67.05,2151,31.17154812
442760086,-940902739,1,188,-230,139,1725,80.57971014
38.33183203,127.8718643,470,815,-788.1428571,5.677099025,1805.5,3.144336209
53.4590633,-113.7267489,732.17,250,359.1,73,2589,28.19621475
18.431712,-120.51697,176.39,1937.107,-73,896,1840,486.9565217
18.815602,-120.516788,1494.95,1894.729,-60,915,1786,512.3180291
25.66516,-120.517034,929.75,1136.553,36,886,1088,814.3382353
39.14770101,124.3979662,1299,705,-444.2857143,7.329697458,1141.5,6.421110344
24.478547,-120.516949,6577.36,1268.262,0,892,1232,724.025974
37.88576811,125.0083193,471,944,-679.3928571,6.199758168,1595.5,3.885777605
53.66684575,-113.3245541,681.94,236,0,82.13,1974,41.60587639
38.64311866,126.2878289,219,848,-305.5,7.996710079,873.5,9.154791161
53.64739118,-113.5552063,738.8,214,42.2,69.19,840,82.36904762
442760087,-940902736,2,158,-232,170,3855,44.09857328
53.6730537,-113.3834803,668.36,244,176,77.45,2013,38.47491307
34.312796,-118.172695,4846.63,85.97816,6,906,116,7810.344828
34.241952,-118.273544,5385.52,98.18381,76,884,130,6800
442760087,-940902737,1,162,-231,154,3570,43.1372549
19.285815,-120.51715,4123.32,1842.739,88,907,1726,525.4924681
18.380759,-120.517848,172.89,1942.768,58,910,1848,492.4242424
53.38941419,-113.4338982,730.51,245,1.5,94.4,1506,62.68260292
442760087,-940902737,4,197,-231,103,4370,23.56979405
20.524486,-120.517296,10389.48,1705.956,44,902,1598,564.4555695
442760087,-940902738,4,141,-231,103,1815,56.74931129
39.94060713,128.4300255,1145,586,21.78571429,9.569665214,241.5,39.62594292
53.61165455,-113.6129123,700.81,302,240.4,73.56,1545,47.61165049
53.46562953,-113.7477148,746.27,294,25,61.84,1248,49.55128205
442760086,-940902736,6,151,-235,128,3750,34.13333333
22.575235,-120.51725,10382.32,1479.061,54,901,1412,638.101983
39.51468313,124.6695949,1331,1199,-241.2857143,8.305327859,749.5,11.08115792
53.64727485,-113.5552989,727.51,341,1.3,70.55,627,112.5199362
53.38139906,-113.3478616,767.63,289,269.3,69.29,2118,32.71482531
38.44237453,125.5436039,575,619,-421.5,7.439206993,1097.5,6.778320723
27.364096,-120.517001,7160.86,948.6415,52,909,864,1052.083333
39.79786868,128.0355364,110,1011,-669.0357143,6.249535229,1575.5,3.966699606
39.29823284,126.100087,412,1358,-742.5714286,5.896118095,1717.5,3.432965412
38.58587046,126.9811861,272,1373,-281.6785714,8.11119732,827.5,9.802051142
23.446695,-120.517189,9207.88,1382.544,72,906,1332,680.1801802
37.25076546,124.1550094,490,756,-114.9285714,8.912608006,505.5,17.63127202
442760087,-940902737,6,180,-233,165,3710,44.47439353
39.1677,127.4817,195,586,20,11,163.5,67.27828746
39.71220105,127.1428763,1116,1357,-494,7.090767564,1237.5,5.729913183
39.17727461,125.9998173,32,1006,-778.8214286,5.72189838,1787.5,3.201062031
442760086,-940902741,2,132,-231,169,1245,135.7429719
33.592692,-118.393234,6976.93,172.351,24,905,204,4436.27451
53.39174933,-113.3368146,755.04,296,268.5,57.37,978,58.6605317
53.3994488,-113.34964,773.16,240,176.5,74.24,1659,44.74984931
23.552353,-120.517175,9003.18,1370.847,48,898,1322,679.2738275
26.573272,-120.516833,2744.05,1036.045,63,920,952,966.3865546
26.433944,-120.517104,2136.39,1051.436,-76,892,970,919.5876289
442760087,-940902737,1,165,-230,129,2020,63.86138614
38.92757078,128.2503864,736,531,-770.5357143,5.761720029,1771.5,3.25245274
26.826549,-120.51694,4022.62,1008.074,-35,911,922,988.0694143
442760087,-940902737,4,129,-233,126,2460,51.2195122
27.173262,-120.517048,6088.26,969.7473,-11,916,884,1036.199095
40.8499966,129.666664,195,586,-46,9,7.5,1200
442760087,-940902743,4,192,-235,156,795,196.2264151
38.04663352,124.4842496,734,943,-735.3214286,5.930962037,1703.5,3.48163313
53.55225408,-113.3384404,716.55,353,179.4,83.59,912,91.65570175
39.03252985,126.1101255,525,586,-10.32142857,9.415356324,303.5,31.02259085
53.64912534,-113.2771276,619.38,268,356.5,72.81,2955,24.63959391
442760087,-940902737,5,150,-234,143,3310,43.20241692
39.40167,127.5369,195,586,34,6,77.5,77.41935484
20.59083,-120.517115,10388.26,1698.621,33,904,1592,567.839196
27.694514,-120.516868,8962.13,912.1116,-74,910,830,1096.385542
442760087,-940902743,6,155,-236,185,800,231.25
442760087,-940902742,3,171,-231,148,940,157.4468085
37.60874658,124.7277258,150,1011,-136.6785714,8.808076177,547.5,16.08781037
442760089,-940902746,5,166,-227,111,95,1168.421053
442760086,-940902736,6,175,-232,102,4300,23.72093023
38.08147168,127.1511991,672,613,-297.2142857,8.036531728,857.5,9.372048662
442760088,-940902737,6,121,-233,171,2615,65.39196941
39.927472,125.207889,195,586,69,6,193.5,31.00775194
39.81112374,124.2133954,391,720,-798.5,5.627321964,1825.5,3.082619537
19.220382,-120.516871,3766.94,1849.973,-65,881,1734,508.0738178
29.287897,-120.516861,10419.2,735.7434,51,891,682,1306.451613
37.64170079,125.2296758,234,490,-43.46428571,9.256069728,367.5,25.18658429
37.10692462,126.6866637,1247,1310,-747.75,5.871229564,1727.5,3.39868571
53.63957663,-113.2485445,625.25,306,359.1,83.11,2865,29.008726
38.98267635,124.9563919,68,1160,-242.3214286,8.300350152,751.5,11.04504345
38.686834,125.702005,195,1000,26,10,185.5,53.9083558
27.796977,-120.517206,9488.72,900.8077,-52,904,820,1102.439024
53.40511296,-113.623859,707.84,241,89.8,83.21,1083,76.83287165
53.5542779,-113.3742201,697.71,384,15.1,95.9,651,147.311828
53.3736853,-113.4813962,735.51,205,210.3,72.49,2613,27.74205894
442760088,-940902744,1,123,-233,182,360,505.5555556
53.4985222,-113.7498114,726.54,222,7.6,77.22,1680,45.96428571
21.672122,-120.516835,10388.97,1578.972,-27,897,1494,600.4016064
21.143365,-120.516862,10391.13,1637.492,-68,900,1542,583.6575875
442760086,-940902737,4,193,-231,167,4060,41.13300493
18.564997,-120.516727,273.49,1922.406,-34,901,1820,495.0549451
442760087,-940902737,5,109,-231,123,1920,64.0625
40.0368,128.1839,195,586,-36,10,143.5,69.68641115
53.64619456,-113.5570113,727.21,203,0.6,73.36,1917,38.26812728
442760088,-940902745,6,132,-232,155,320,484.375
53.66206955,-113.4312892,710.34,253,55.1,87.91,2055,42.77858881
21.759866,-120.51719,10391.51,1569.26,18,907,1486,610.3633917
442760088,-940902736,3,111,-234,189,2560,73.828125
25.703631,-120.516818,906.73,1132.255,32,909,1082,840.1109057
53.40898194,-113.4250745,770.92,214,98.3,55.28,2367,23.35445712
27.714724,-120.516747,9068.27,909.8816,54,890,828,1074.879227
53.4932583,-113.3310803,741.7,361,92.8,62.13,2142,29.00560224
442760087,-940902737,2,134,-232,138,3475,39.71223022
20.657181,-120.516682,10390.22,1691.277,39,891,1586,561.7906683
53.66180036,-113.2723956,640.82,218,175.4,83.12,249,333.815261
442760086,-940902736,5,186,-234,129,4150,31.08433735
442760088,-940902746,2,168,-228,183,190,963.1578947
38.33154377,128.6334043,797,802,-396.6428571,7.55867194,1049.5,7.202164783
442760086,-940902736,6,157,-235,116,4460,26.00896861
53.69641911,-113.4648882,706.48,333,268.9,73.4,2415,30.39337474
442760087,-940902737,4,119,-234,176,3135,56.14035088
19.665284,-120.516842,6239.78,1800.815,-19,907,1682,539.2390012
37.45252585,128.9969967,1191,1020,-385.25,7.613426707,1027.5,7.409661029
53.67775679,-113.4986399,701.42,349,332.6,77.81,2937,26.49302009
17.949968,-120.516347,1381.49,1990.528,82,889,1912,464.958159
25.956211,-120.516938,845.35,1104.313,-23,912,1042,875.2399232
442760087,-940902736,2,155,-234,143,4420,32.35294118
25.903938,-120.517073,844.55,1110.089,11,909,1050,865.7142857
442760086,-940902737,3,160,-231,144,4085,35.25091799
32.030931,-120.156753,10417.12,417.4409,54,882,416,2120.192308
39.13535644,124.4046286,1250,1101,-552,6.812016021,1349.5,5.047807352
442760086,-940902737,3,189,-230,119,4015,29.6388543
20.005442,-120.516777,7962.07,1763.283,-68,885,1646,537.6670717
21.319973,-120.516792,10390.22,1617.947,-90,919,1526,602.2280472
442760086,-940902739,1,197,-232,102,1470,69.3877551
53.66805295,-113.3782379,677.66,307,179.7,65.19,483,134.9689441
53.64551165,-113.55733,730.37,241,181.8,81.41,1353,60.16999261
28.808235,-120.516734,10416.42,788.8431,70,915,726,1260.330579
39.7545503,124.2740193,1088,771,-579.9642857,6.677617956,1403.5,4.75783253
442760085,-940902734,5,108,-234,121,4745,25.50052687
39.59119486,128.1372527,167,586,-48.64285714,9.231181198,377.5,24.45346013
442760086,-940902736,2,136,-235,150,4470,33.55704698
53.58661189,-113.6801704,698.91,347,189,72.19,1368,52.77046784
53.43511629,-113.436124,758.6,288,91.2,71.33,807,88.38909542
30.731952,-120.517053,10419.78,575.748,-57,889,550,1616.363636
53.4031927,-113.4147425,747.92,234,168.2,61.25,432,141.7824074
442760086,-940902736,5,142,-234,187,4430,42.21218962
24.913055,-120.516878,4901.91,1220.077,-44,898,1186,757.1669477
37.08289512,128.0031604,797,819,-249.5714286,8.26550621,765.5,10.79752607
22.176081,-120.517191,10392.49,1523.187,-3,920,1448,635.359116
53.65299854,-113.4884166,709.1,208,182.4,73.64,1173,62.77919864
19.810985,-120.516889,7003.44,1784.724,81,881,1666,528.8115246
53.65536174,-113.4462208,703.05,259,151.6,77.43,351,220.5982906
22.352109,-120.516836,10394.87,1503.724,23,912,1432,636.8715084
37.38443977,128.1531103,902,1208,-547.8571429,6.831926846,1341.5,5.092752028
53.62646838,-113.3961939,698.34,297,193.9,76.45,45,1698.888889
53.66841419,-113.5246873,711.88,355,183.1,62.16,1398,44.46351931
34.073704,-118.335327,5714.77,118.6716,28,894,152,5881.578947
442760086,-940902735,1,122,-234,181,4590,39.4335512
53.67421824,-113.5341579,727.11,282,269.2,74.36,1557,47.75850996
53.70711376,-113.4909582,716.95,324,14.5,76.83,2592,29.6412037
39.29872498,125.976482,69,582,-486.75,7.125611507,1223.5,5.823957096
24.258031,-120.517123,7209.37,1292.709,42,883,1254,704.1467305
442760087,-940902737,4,186,-233,117,3715,31.49394347
18.315337,-120.517421,183,1950.015,78,916,1858,493.0032293
442760087,-940902737,6,168,-234,137,3285,41.70471842
31.118344,-120.516874,10414.38,532.9292,-74,897,514,1745.136187
21.01066,-120.517218,10391.51,1652.181,57,896,1554,576.5765766
442760087,-940902737,5,109,-233,150,3705,40.48582996
22.396441,-120.516701,10399.31,1498.825,-85,904,1428,633.0532213
442760086,-940902736,1,170,-234,169,4560,37.06140351
37.19755664,124.2853223,130,930,-476.3928571,7.175388568,1203.5,5.962101012
38.6862839,125.3359873,829,547,-543.7142857,6.85183767,1333.5,5.138235973
442760086,-940902738,3,189,-231,140,1685,83.08605341
30.145483,-120.516995,10419.45,640.7367,-47,908,604,1503.311258
442760085,-940902734,5,156,-234,164,4760,34.45378151
53.71549538,-113.3515707,693.82,221,263.7,76.63,2787,27.49551489
21.694076,-120.517165,10390.38,1576.536,-2,887,1492,594.5040214
53.38966213,-113.6075759,720.17,255,120.9,70.31,1758,39.99431172
25.929991,-120.516796,845.94,1107.211,-3,904,1046,864.2447419
53.64841034,-113.3676812,707.09,277,5.8,91.66,1446,63.38865837
30.42883,-120.51699,10418.62,609.3428,58,899,578,1555.363322
39.2945588,126.4354113,1313,586,-17.57142857,9.380512381,317.5,29.54492089
53.39047654,-113.4450841,731.1,382,269.5,65.46,2586,25.31322506
442760087,-940902737,2,163,-230,165,3525,46.80851064
442760088,-940902736,5,154,-234,114,2930,38.90784983
32.94192,-118.988622,9015.88,268.0471,-1,887,288,3079.861111
53.4613189,-113.7789551,765.89,205,270.3,78.79,267,295.093633
29.772445,-120.516691,10422.14,682.059,11,886,638,1388.714734
53.6725718,-113.5199514,724.79,388,200,65.69,2895,22.69084629
31.543055,-120.516684,10414.44,485.8628,36,898,474,1894.514768
53.6167492,-113.5853758,724.01,292,106.7,98.5,1551,63.50741457
34.707212,-117.932849,2415.85,34.6843,-57,911,56,16267.85714
442760085,-940902735,6,200,-230,178,4905,36.28950051
22.000925,-120.516892,10392.45,1542.579,56,902,1464,616.1202186
40.01325,125.22302,550,500,-77,9,195.5,46.03580563
442760087,-940902737,3,140,-233,185,3160,58.5443038
38.35072459,124.8241952,1017,967,22.82142857,9.57464292,239.5,39.97763223
442760088,-940902736,6,106,-234,102,2920,34.93150685
442760087,-940902743,5,153,-235,137,725,188.9655172
53.46577671,-113.3634365,741.88,206,269.5,63.01,393,160.3307888
19.368905,-120.51696,4567.72,1833.561,85,896,1716,522.1445221
19.335445,-120.516861,4390.06,1837.25,-82,899,1720,522.6744186
34.702116,-118.121682,1560.05,17.00697,-19,889,32,27781.25
53.49536312,-113.7463169,745.87,241,26.7,75.11,993,75.63947633
442760086,-940902739,2,164,-231,152,1665,91.29129129
53.3836194,-113.4361717,735.41,348,4.3,67.17,1692,39.69858156
20.701393,-120.516745,10389,1686.39,86,883,1582,558.1542351
32.176475,-119.972693,10364.34,393.6997,-83,882,396,2227.272727
37.65609433,126.5200624,1205,520,-733.25,5.94091745,1699.5,3.495685466
53.44017018,-113.7337261,727.12,382,265.6,74.87,1404,53.32621083
39.63954891,128.5922383,487,60,-84.89285714,9.056961483,447.5,20.23902007
32.335917,-119.770029,10157.43,367.6428,84,898,374,2401.069519
38.9131845,125.6463131,994,1236,-448.4285714,7.309786634,1149.5,6.35910103
53.45004275,-113.6903801,722.55,286,162.5,67.09,1449,46.30089717
53.46019061,-113.629857,738.62,359,0.9,92.62,2634,35.16324981
53.37052234,-113.3425317,766.09,338,181.9,73.59,1293,56.91415313
33.025593,-118.87984,8763.57,254.2429,64,909,276,3293.478261
442760087,-940902737,1,163,-231,111,2055,54.01459854
38.62333,126.6847,195,586,-67,6,19.5,307.6923077
442760086,-940902736,6,126,-233,106,4600,23.04347826
24.176176,-120.516737,7441.42,1301.779,14,904,1262,716.3232964
53.38914078,-113.3161755,771.18,330,146.4,74.55,1179,63.23155216
37.03061372,124.0750604,882,1230,-118.0357143,8.897674887,511.5,17.39525882
53.45954417,-113.7518758,738.18,296,297.6,69.23,1230,56.28455285
37.52757527,127.0075918,663,916,-614.1428571,6.513353654,1469.5,4.432360431
31.500773,-120.516777,10413.74,490.5451,-34,896,478,1874.476987
38.29023617,125.1980297,301,1324,-473.2857143,7.190321687,1197.5,6.004443997
37.53073716,128.6605695,1199,1051,-709.4285714,6.055404691,1653.5,3.662173989
442760087,-940902742,6,182,-231,184,1160,158.6206897
39.1677,127.4817,150,586,84,15,97.5,153.8461538
32.263415,-119.862115,10253.44,379.4594,-22,901,384,2346.354167
29.970254,-120.516972,10421.55,660.1485,-20,907,620,1462.903226
17.240021,-120.516844,5161.1,2069.192,-27,883,1998,441.9419419
53.6134482,-113.5691569,747.07,279,45.4,82.11,2712,30.27654867
38.7193203,127.0167344,1365,1262,-507.4642857,7.026057385,1263.5,5.560789383
25.418602,-120.516914,2717.62,1163.896,69,880,1124,782.9181495
39.40167,127.5369,195,586,-13,8,115.5,69.26406926
33.669495,-118.38384,6810.72,163.7737,-73,900,196,4591.836735
442760087,-940902736,6,147,-232,153,3870,39.53488372
34.710474,-118.012954,2160.46,27.08392,-73,893,46,19413.04348
442760086,-940902736,2,177,-233,165,4610,35.79175705
442760086,-940902740,1,193,-231,171,1495,114.3812709
18.45729,-120.517056,175.1,1934.293,-76,899,1836,489.6514161
37.19496055,125.4163555,152,1350,-332.4285714,7.86728972,925.5,8.500583166
442760086,-940902741,5,138,-231,102,1260,80.95238095
39.13575175,124.8183232,373,716,-620.3571429,6.483487417,1481.5,4.376299303
19.123848,-120.516798,3241.13,1860.65,-69,884,1746,506.3001145
53.41406182,-113.6267502,704.34,368,182.3,71.56,2859,25.02973068
442760087,-940902736,4,136,-231,105,2265,46.35761589
442760089,-940902746,3,155,-228,188,135,1392.592593
39.64536487,124.5760572,1225,586,-38.28571429,9.280958259,357.5,25.9607224
442760087,-940902736,3,164,-234,152,4415,34.42808607
442760087,-940902741,5,163,-232,188,970,193.814433
53.46346748,-113.7524884,735.24,354,300.5,69.17,2505,27.61277445
53.59064488,-113.344575,753.63,393,162.5,114.35,1893,60.40676175
22.552754,-120.517307,10409.33,1481.544,-32,906,1414,640.7355021
29.99219,-120.516984,10422.68,657.7194,-88,916,618,1482.200647
38.93166806,128.0944059,265,987,-391.4642857,7.583560471,1039.5,7.295392468
442760087,-940902737,3,172,-230,137,3620,37.84530387
39.96330797,125.0344579,1327,586,-62.10714286,9.166471018,403.5,22.71740029
442760087,-940902736,1,125,-231,167,2240,74.55357143
442760085,-940902735,5,158,-230,154,4865,31.65467626
53.46394492,-113.7533856,729.21,274,303.2,83.1,2052,40.49707602
53.66221907,-113.3712745,691.25,338,152.1,76.84,522,147.2030651
31.521916,-120.516699,10413.9,488.2039,-54,884,476,1857.142857
32.40797,-119.677737,10061.62,355.803,-82,915,364,2513.736264
53.43942686,-113.5949791,754.34,319,162.9,66.55,3,22183.33333
442760088,-940902737,2,169,-232,151,2995,50.41736227
18.248501,-120.517298,182.03,1957.422,8,894,1868,478.5867238
17.994814,-120.517033,1070.21,1985.556,-34,912,1906,478.4889822
53.67294239,-113.5193713,720.22,292,16,68.88,2307,29.85695709
442760088,-940902737,1,126,-234,108,2860,37.76223776
39.21822255,124.6372407,470,200,-20.67857143,9.365579263,323.5,28.95078598
32.678183,-119.331121,9700.72,311.4811,81,886,326,2717.791411
442760086,-940902740,1,151,-233,170,1375,123.6363636
442760087,-940902737,5,140,-234,151,3245,46.53312789
442760085,-940902734,2,122,-234,177,4755,37.22397476
21.275854,-120.516825,10391.94,1622.833,52,920,1530,601.3071895
442760086,-940902736,1,132,-234,166,4165,39.85594238
37.25873004,126.6002203,499,586,-61.07142857,9.171448724,401.5,22.84296071
22.285884,-120.516834,10395.24,1511.05,73,909,1438,632.1279555
53.42088509,-113.6927006,726.17,395,267.8,70.23,891,78.82154882
53.64375987,-113.4359612,713.98,393,74.4,62.25,705,88.29787234
442760087,-940902736,3,125,-233,180,3830,46.99738903
22.022825,-120.51679,10393.94,1540.158,88,915,1462,625.8549932
53.66646453,-113.4431027,705.65,357,180.3,69.38,1683,41.22400475
442760087,-940902743,1,114,-234,168,650,258.4615385
29.684335,-120.517261,10422.97,691.8223,-62,897,646,1388.544892
53.44595421,-113.600666,774.18,387,147.5,48.81,2739,17.8203724
53.43688112,-113.5935626,729.48,368,324.9,85.43,222,384.8198198
38.43805407,125.1636892,1110,580,-288.9285714,8.076353377,841.5,9.597567887
53.66706917,-113.3372266,686.9,221,1.1,72.67,1149,63.24630113
442760087,-940902737,4,193,-231,135,1910,70.68062827
53.37820669,-113.3537659,770.52,389,174.2,68.98,600,114.9666667
37.51502094,126.4246708,886,695,-269.25,8.170929793,803.5,10.16917211
53.41867926,-113.6533139,662.22,253,154.2,80.87,402,201.1691542
442760086,-940902740,5,100,-232,174,1360,127.9411765
39.32434465,125.6363074,1340,767,-258.8928571,8.220706854,783.5,10.49228699
53.3725542,-113.3811386,742.99,225,357.6,71.81,114,629.9122807
53.54743349,-113.6966357,736.36,221,83.5,57.61,21,2743.333333
37.29277959,128.3816484,898,1242,-598.6071429,6.588019246,1439.5,4.576602463
53.64483327,-113.3530084,676.36,360,295.5,68.31,2313,29.53307393
53.57424615,-113.7465193,702.72,353,309.2,80.32,150,535.4666667
53.56078224,-113.7264042,748.65,364,262.8,74.58,594,125.5555556
39.22314589,125.6483266,431,1047,-263.0357143,8.20079603,791.5,10.36108153
442760086,-940902736,2,156,-234,125,3905,32.01024328
53.39131392,-113.6041898,729.56,399,294.6,64.22,1809,35.5002764
442760087,-940902738,4,106,-231,188,1790,105.027933
21.496252,-120.51678,10391.59,1598.438,24,911,1510,603.3112583
442760086,-940902740,6,104,-231,119,1510,78.80794702
38.91318404,127.5187315,1378,943,-707.3571429,6.065360103,1649.5,3.67709009
442760087,-940902743,2,142,-236,137,595,230.2521008
53.5145789,-113.7097216,733.68,298,258.9,68.08,2652,25.67119155
39.40167,127.5369,195,586,-46,9,113.5,79.29515419
442760087,-940902737,6,110,-230,174,3635,47.86795048
34.700491,-118.136469,1495.4,15.63266,-34,910,30,30333.33333
34.704513,-118.09156,1750.67,19.8309,89,897,36,24916.66667
26.494434,-120.517207,2390.24,1044.746,78,919,962,955.3014553
53.68008866,-113.5135197,721.49,332,61.5,82.07,603,136.1028192
442760087,-940902737,4,117,-230,150,2030,73.89162562
40.8499966,129.666664,200,586,-46,9,25.5,352.9411765
442760087,-940902737,5,116,-233,183,3195,57.27699531
28.462177,-120.516943,10416.71,827.1669,27,899,758,1186.015831
442760086,-940902739,5,142,-231,114,1515,75.24752475
442760087,-940902743,4,192,-235,131,715,183.2167832
29.265961,-120.516941,10418.05,738.1711,-5,898,684,1312.865497
33.164078,-118.698385,8281.24,231.3552,-2,916,256,3578.125
39.9078913,124.3224844,1259,500,-72.46428571,9.116693957,423.5,21.52702233
442760086,-940902741,6,111,-232,132,1200,110
39.60745169,124.2413989,81,847,-525.0714286,6.941436381,1297.5,5.349854629
38.14795481,126.137622,1044,1058,-498.1428571,7.07085674,1245.5,5.677123035
22.997884,-120.516749,9881.16,1432.25,-79,914,1374,665.2110626
22.088469,-120.516759,10393.42,1532.881,12,896,1456,615.3846154
38.76286528,125.8115802,1013,1318,-644.1785714,6.369000176,1527.5,4.169558217
53.39880885,-113.3017463,769.25,222,162,65.66,417,157.4580336
26.773528,-120.51686,3732.54,1013.925,-18,900,928,969.8275862
53.39454766,-113.4375263,726.81,294,2.1,85.52,42,2036.190476
442760087,-940902736,4,107,-230,111,2190,50.68493151
39.87393225,128.0207509,1016,1148,-563.3928571,6.757261254,1371.5,4.926913054
37.04200198,128.7261058,680,863,-719.7857143,6.005627629,1673.5,3.588663059
31.564189,-120.516775,10415.57,483.5217,3,893,472,1891.949153
29.463954,-120.516736,10420.82,716.2437,45,886,666,1330.33033
28.873325,-120.517054,10419.95,781.6302,-11,884,720,1227.777778
442760087,-940902737,4,125,-233,140,2570,54.47470817
53.44567201,-113.682649,720.33,257,91.6,69.94,216,323.7962963
442760086,-940902738,2,163,-231,169,1760,96.02272727
37.77749164,124.9105091,50,871,-193.6428571,8.53430234,657.5,12.97992751
31.139698,-120.516818,10415.35,530.5639,-88,918,512,1792.96875
442760088,-940902745,3,107,-232,159,275,578.1818182
18.182442,-120.516815,182.19,1964.703,17,880,1878,468.5835996
442760087,-940902736,3,118,-234,123,3885,31.66023166
39.33075588,124.9805656,1208,849,-718.75,6.010605335,1671.5,3.59593499
19.471478,-120.516955,5089.96,1822.254,38,899,1704,527.5821596
26.159531,-120.516835,966.93,1081.769,-53,893,1010,884.1584158
53.62153866,-113.5745579,723.04,389,85.8,68.91,2748,25.07641921
39.65256634,127.3775972,490,820,-463.9642857,7.235121042,1179.5,6.134057687
53.58397305,-113.6232759,728.32,223,319.5,87.85,1980,44.36868687
37.70802635,124.4559926,1394,977,-415.2857143,7.46907323,1085.5,6.8807676
53.65595334,-113.4722774,703.17,289,92.4,85.68,303,282.7722772
53.58051941,-113.7551021,698.89,215,73.5,66.64,1215,54.84773663
442760087,-940902736,4,126,-235,181,2730,66.3003663
27.098556,-120.517166,5651.44,978.0024,-82,894,892,1002.242152
442760087,-940902737,4,154,-233,110,3375,32.59259259
38.686834,125.702005,195,586,58,11,175.5,62.67806268
53.37840922,-113.3535529,767.43,210,347.8,69.35,435,159.4252874
38.686834,125.702005,195,500,-2,6,177.5,33.8028169
442760087,-940902744,5,184,-234,161,665,242.1052632
53.50611004,-113.701226,744.52,358,241.1,77.27,1650,46.83030303
442760086,-940902742,1,145,-235,188,850,221.1764706
442760087,-940902742,1,125,-233,132,900,146.6666667
31.62758,-120.516825,10414.89,476.4941,-14,883,466,1894.849785
53.71172475,-113.3886368,700.66,241,0.1,84.84,2886,29.3970894
32.205532,-119.935941,10328.4,388.9532,-45,893,392,2278.061224
