Latitude,Longitude,Altitude ,Distance,Pitch angle,Velocity,Time(secs)
53.43931912,-113.4830935,725.17,252,85.8,43.12,2331
38.82557638,125.846327,1322,1351,-560.2857143,6.772194372,1365.5
53.70923756,-113.3493772,679.52,372,268.4,68.56,2745
442760087,-940902737,2,158,-231,107,3555
442760087,-940902736,1,139,-231,141,2245
18.302058,-120.516983,182.09,1951.487,-57,909,1860
53.6449562,-113.3541111,683.28,205,128.1,44.42,1977
39.64380091,128.6329027,521,728,-483.6428571,7.140544626,1217.5
442760087,-940902736,5,106,-237,174,2890
34.403947,-118.09365,4067.82,73.43586,77,910,102
24.359255,-120.517109,6922.23,1281.489,9,908,1244
442760089,-940902746,2,170,-228,123,35
53.41648317,-113.639983,701.98,380,359.3,83.43,936
442760087,-940902744,2,115,-232,127,440
23.213639,-120.51687,9631.17,1408.341,-1,911,1354
53.43784472,-113.3414196,752.45,260,259.3,59.33,1728
37.1524073,124.3256905,1077,940,-413.2142857,7.479028642,1081.5
53.39404094,-113.3674325,742.98,201,188.4,57.09,489
38.32526941,128.9021932,496,935,-95.25,9.007184422,467.5
34.47596,-118.042972,3640.04,64.18093,50,893,92
53.38267891,-113.3494041,761.64,265,270.6,66.17,744
442760089,-940902746,2,130,-227,134,115
442760088,-940902737,1,191,-230,141,1995
442760088,-940902737,4,150,-232,184,2980
442760086,-940902740,2,152,-233,141,1380
39.82231707,127.4203663,586,1107,-414.25,7.474050936,1083.5
39.55468226,126.2610026,475,623,-698.0357143,6.110159458,1631.5
25.432495,-120.517082,2614.28,1162.357,-21,911,1122
37.32942848,125.5846806,523,807,-182.25,8.589057108,635.5
442760087,-940902737,2,154,-233,189,2580
20.238698,-120.516715,9101.97,1737.563,-50,889,1624
442760087,-940902736,2,134,-233,156,3835
442760087,-940902737,3,164,-233,118,3095
39.55656572,125.3220312,541,646,-234.0357143,8.340171801,735.5
53.65553976,-113.2526701,666.57,238,98.1,104.31,1104
38.2232614,125.6154598,538,1113,-235.0714286,8.335194095,737.5
442760086,-940902736,5,162,-233,176,3935
53.41638682,-113.6668068,652.36,244,178.8,75.02,588
442760088,-940902737,3,178,-232,135,3070
442760087,-940902737,4,129,-231,138,2285
442760086,-940902738,1,138,-232,122,1655
53.40198788,-113.3072621,761.14,203,177.7,61.5,2814
19.629831,-120.517151,6031.82,1804.73,87,919,1686
26.98829,-120.516975,5003.49,990.1858,69,919,904
38.99083,127.6236,150,586,-85,9,37.5
39.05707211,125.0644303,55,,-8.25,9.425311736,299.5
19.737193,-120.517003,6623.42,1792.877,-89,906,1674
53.50137743,-113.7228081,731.39,353,101.1,65.98,2697
38.99083,127.6236,195,200,-44,5,85.5
39.412594,125.89031,195,800,20,8,153.5
442760088,-940902745,4,196,-232,150,305
28.03025,-120.517077,10417.4,875.0014,-7,889,798
53.40335347,-113.3711026,760.19,207,10.2,72.52,2919
38.44900083,128.222597,201,803,-113.8928571,8.917585712,503.5
28.764862,-120.516818,10415.48,793.6426,-1,904,730
442760087,-940902737,6,177,-231,187,2410
53.66601709,-113.5206305,722.64,353,93.7,76.94,87
37.93760399,125.2432772,171,1072,-499.1785714,7.065879034,1247.5
442760086,-940902738,4,182,-230,155,1765
39.48090903,125.8167504,1202,967,26.96428571,9.594553745,231.5
26.89804,-120.516855,4462.79,1000.16,-82,881,914
53.59150626,-113.6860811,705.23,341,84.5,82.83,2223
38.62907287,124.4114581,818,600,-405.9642857,7.513872585,1067.5
28.397323,-120.516939,10419.03,834.3449,29,920,764
53.40534649,-113.4262607,751.51,212,271.2,66.5,6
53.47109552,-113.3320136,766.22,393,199.4,82.89,2877
20.502363,-120.516701,10368.45,1708.41,-37,910,1600
39.05991361,124.4740893,301,705,-299.2857143,8.026576316,861.5
20.679285,-120.516704,10389.67,1688.833,82,912,1584
39.35857015,124.9533138,1313,1124,-287.8928571,8.081331083,839.5
31.224962,-120.517234,10414.65,521.1115,63,884,504
37.59763194,125.6679496,328,824,-107.6785714,8.947451949,491.5
37.64055061,128.6624833,1337,958,-296.1785714,8.041509434,855.5
442760086,-940902735,5,184,-232,146,4955
27.634616,-120.517117,8640.36,918.723,25,880,836
53.56657521,-113.7190169,742.25,373,94.4,71.95,2175
442760087,-940902737,5,129,-230,142,2025
39.1677,127.4817,195,586,43,13,165.5
37.23988349,124.3778633,829,1315,-210.2142857,8.454659042,689.5
23.573437,-120.51715,8960.12,1368.515,86,893,1320
53.42014729,-113.3571067,771.88,373,247.1,82.58,669
39.24982728,127.4955566,847,1130,-397.6785714,7.553694234,1051.5
442760085,-940902735,4,129,-230,174,4860
37.23382978,127.367381,345,1028,-528.1785714,6.926503262,1303.5
53.38563658,-113.4449553,724.54,208,183,74.04,2385
53.40452096,-113.6855241,727.44,204,128.3,71.8,990
31.479619,-120.516872,10413.47,492.8884,7,904,480
53.6524581,-113.2719623,639.76,362,192,88.74,2265
442760086,-940902740,1,107,-232,165,1340
53.51693304,-113.8068218,742.09,285,90.7,86.92,1743
32.551267,-119.494388,9867.89,332.3238,-14,880,344
37.62650806,126.3223665,1383,586,5.214285714,9.490021916,273.5
29.353776,-120.516963,10422.07,728.444,59,893,676
442760087,-940902737,5,196,-230,119,3640
18.22181,-120.517143,181.69,1960.365,6,908,1872
39.72306367,125.9042225,1014,672,-214.3571429,8.434748218,697.5
33.856176,-118.361606,6302.19,142.9479,51,907,176
442760086,-940902739,6,176,-230,143,1720
442760088,-940902736,4,186,-235,131,2815
24.217176,-120.517225,7324.09,1297.233,-33,914,1258
32.927979,-119.006767,9057.14,270.3459,-26,882,290
442760088,-940902736,5,138,-230,161,2180
442760088,-940902737,2,154,-232,134,3015
37.82193963,125.9974265,126,502,-437.0357143,7.364541401,1127.5
32.830615,-119.133668,9344.11,286.3969,54,895,304
37.65142288,127.6933926,1226,1130,-626.5714286,6.45362118,1493.5
24.196695,-120.516773,7382.84,1299.508,37,911,1260
53.36879461,-113.3054404,768.95,363,310.7,71.42,2448
33.929902,-118.35224,6090.83,134.7259,55,904,168
53.41358156,-113.610264,711.48,349,350.9,73.47,1098
53.39049908,-113.3144494,753.59,251,344.4,64.75,1062
442760086,-940902739,2,183,-230,103,1710
37.60956492,127.4432908,905,613,-226.7857143,8.375015744,721.5
442760087,-940902737,5,200,-232,137,2430
17.724531,-120.516981,2924.86,2015.459,-34,887,1942
39.40167,127.5369,195,586,7,10,135.5
34.262135,-118.244087,5323.23,94.6023,78,883,126
53.54680887,-113.7620189,748.32,358,354.2,61.43,2967
53.40206739,-113.3041085,761.2,226,359.3,66.96,2244
37.66234368,125.2661336,440,1321,-472.25,7.195299393,1195.5
53.67879498,-113.5156476,708.23,353,358.2,65.97,2643
53.37929333,-113.3506263,770.08,286,88.8,60.34,2217
30.839635,-120.516863,10420.19,563.8137,-15,895,540
53.6145318,-113.3471545,667,276,270.9,78.21,1323
32.49399,-119.567385,9946.35,341.6966,37,919,352
442760085,-940902735,2,146,-231,149,4855
28.354092,-120.516995,10416.53,839.1387,-37,887,768
38.41724595,125.6942995,226,601,-684.5714286,6.174869638,1605.5
39.98655309,126.8911493,1332,400,-65.21428571,9.1515379,409.5
442760087,-940902742,5,191,-230,130,1155
27.674429,-120.516985,8854.95,914.3283,-67,896,832
37.37568347,128.1235936,232,810,-745.6785714,5.881184976,1723.5
53.63696303,-113.5610667,718.26,321,279.8,77.51,171
53.38458046,-113.4446593,721.61,350,355.2,66.98,2193
53.65324446,-113.2727706,622.86,388,178.6,74.17,1203
53.49099629,-113.7603851,729.96,400,207.2,70.67,2271
442760087,-940902736,4,155,-233,101,3820
53.40593558,-113.6180449,708.12,279,271,69.69,1299
31.39491,-120.517138,10415.7,502.2716,-76,884,488
39.04860036,124.291971,974,1160,-593.4285714,6.612907776,1429.5
32.900164,-119.043063,9136.19,274.9075,68,886,294
53.46161165,-113.7797908,754.99,205,90.1,76.05,1431
38.91996704,128.8081553,385,967,24.89285714,9.584598332,235.5
53.64422949,-113.2803767,642.47,280,202,55.74,1455
37.80725826,125.1826687,413,888,-544.75,6.846859964,1335.5
53.64859101,-113.4754603,695.56,359,271.2,71.14,1038
37.56013902,125.4157973,1007,660,-324.1428571,7.907111369,909.5
38.03400617,125.6369905,415,586,-47.60714286,9.236158904,375.5
442760087,-940902737,4,121,-231,153,3470
53.46896592,-113.3224916,745.16,231,268.6,67.05,2151
442760086,-940902739,1,188,-230,139,1725
38.33183203,127.8718643,470,815,-788.1428571,5.677099025,1805.5
53.4590633,-113.7267489,732.17,250,359.1,73,2589
18.431712,-120.51697,176.39,1937.107,-73,896,1840
18.815602,-120.516788,1494.95,1894.729,-60,915,1786
25.66516,-120.517034,929.75,1136.553,36,886,1088
39.14770101,124.3979662,1299,705,-444.2857143,7.329697458,1141.5
24.478547,-120.516949,6577.36,1268.262,0,892,1232
37.88576811,125.0083193,471,944,-679.3928571,6.199758168,1595.5
53.66684575,-113.3245541,681.94,236,0,82.13,1974
38.64311866,126.2878289,219,848,-305.5,7.996710079,873.5
53.64739118,-113.5552063,738.8,214,42.2,69.19,840
442760087,-940902736,2,158,-232,170,3855
53.6730537,-113.3834803,668.36,244,176,77.45,2013
34.312796,-118.172695,4846.63,85.97816,6,906,116
34.241952,-118.273544,5385.52,98.18381,76,884,130
442760087,-940902737,1,162,-231,154,3570
19.285815,-120.51715,4123.32,1842.739,88,907,1726
18.380759,-120.517848,172.89,1942.768,58,910,1848
53.38941419,-113.4338982,730.51,245,1.5,94.4,1506
442760087,-940902737,4,197,-231,103,4370
20.524486,-120.517296,10389.48,1705.956,44,902,1598
442760087,-940902738,4,141,-231,103,1815
39.94060713,128.4300255,1145,586,21.78571429,9.569665214,241.5
53.61165455,-113.6129123,700.81,302,240.4,73.56,1545
53.46562953,-113.7477148,746.27,294,25,61.84,1248
442760086,-940902736,6,151,-235,128,3750
22.575235,-120.51725,10382.32,1479.061,54,901,1412
39.51468313,124.6695949,1331,1199,-241.2857143,8.305327859,749.5
53.64727485,-113.5552989,727.51,341,1.3,70.55,627
53.38139906,-113.3478616,767.63,289,269.3,69.29,2118
38.44237453,125.5436039,575,619,-421.5,7.439206993,1097.5
27.364096,-120.517001,7160.86,948.6415,52,909,864
39.79786868,128.0355364,110,1011,-669.0357143,6.249535229,1575.5
39.29823284,126.100087,412,1358,-742.5714286,5.896118095,1717.5
38.58587046,126.9811861,272,1373,-281.6785714,8.11119732,827.5
23.446695,-120.517189,9207.88,1382.544,72,906,1332
37.25076546,124.1550094,490,756,-114.9285714,8.912608006,505.5
442760087,-940902737,6,180,-233,165,3710
39.1677,127.4817,195,586,20,11,163.5
39.71220105,127.1428763,1116,1357,-494,7.090767564,1237.5
39.17727461,125.9998173,32,1006,-778.8214286,5.72189838,1787.5
442760086,-940902741,2,132,-231,169,1245
33.592692,-118.393234,6976.93,172.351,24,905,204
53.39174933,-113.3368146,755.04,296,268.5,57.37,978
53.3994488,-113.34964,773.16,240,176.5,74.24,1659
23.552353,-120.517175,9003.18,1370.847,48,898,1322
26.573272,-120.516833,2744.05,1036.045,63,920,952
26.433944,-120.517104,2136.39,1051.436,-76,892,970
442760087,-940902737,1,165,-230,129,2020
38.92757078,128.2503864,736,531,-770.5357143,5.761720029,1771.5
26.826549,-120.51694,4022.62,1008.074,-35,911,922
442760087,-940902737,4,129,-233,126,2460
27.173262,-120.517048,6088.26,969.7473,-11,916,884
40.8499966,129.666664,195,586,-46,9,7.5
442760087,-940902743,4,192,-235,156,795
38.04663352,124.4842496,734,943,-735.3214286,5.930962037,1703.5
53.55225408,-113.3384404,716.55,353,179.4,83.59,912
39.03252985,126.1101255,525,586,-10.32142857,9.415356324,303.5
53.64912534,-113.2771276,619.38,268,356.5,72.81,2955
442760087,-940902737,5,150,-234,143,3310
39.40167,127.5369,195,586,34,6,77.5
20.59083,-120.517115,10388.26,1698.621,33,904,1592
27.694514,-120.516868,8962.13,912.1116,-74,910,830
442760087,-940902743,6,155,-236,185,800
442760087,-940902742,3,171,-231,148,940
37.60874658,124.7277258,150,1011,-136.6785714,8.808076177,547.5
442760089,-940902746,5,166,-227,111,95
442760086,-940902736,6,175,-232,102,4300
38.08147168,127.1511991,672,613,-297.2142857,8.036531728,857.5
442760088,-940902737,6,121,-233,171,2615
39.927472,125.207889,195,586,69,6,193.5
39.81112374,124.2133954,391,720,-798.5,5.627321964,1825.5
19.220382,-120.516871,3766.94,1849.973,-65,881,1734
29.287897,-120.516861,10419.2,735.7434,51,891,682
37.64170079,125.2296758,234,490,-43.46428571,9.256069728,367.5
37.10692462,126.6866637,1247,1310,-747.75,5.871229564,1727.5
53.63957663,-113.2485445,625.25,306,359.1,83.11,2865
38.98267635,124.9563919,68,1160,-242.3214286,8.300350152,751.5
38.686834,125.702005,195,1000,26,10,185.5
27.796977,-120.517206,9488.72,900.8077,-52,904,820
53.40511296,-113.623859,707.84,241,89.8,83.21,1083
53.5542779,-113.3742201,697.71,384,15.1,95.9,651
53.3736853,-113.4813962,735.51,205,210.3,72.49,2613
442760088,-940902744,1,123,-233,182,360
53.4985222,-113.7498114,726.54,222,7.6,77.22,1680
21.672122,-120.516835,10388.97,1578.972,-27,897,1494
21.143365,-120.516862,10391.13,1637.492,-68,900,1542
442760086,-940902737,4,193,-231,167,4060
18.564997,-120.516727,273.49,1922.406,-34,901,1820
442760087,-940902737,5,109,-231,123,1920
40.0368,128.1839,195,586,-36,10,143.5
53.64619456,-113.5570113,727.21,203,0.6,73.36,1917
442760088,-940902745,6,132,-232,155,320
53.66206955,-113.4312892,710.34,253,55.1,87.91,2055
21.759866,-120.51719,10391.51,1569.26,18,907,1486
442760088,-940902736,3,111,-234,189,2560
25.703631,-120.516818,906.73,1132.255,32,909,1082
53.40898194,-113.4250745,770.92,214,98.3,55.28,2367
27.714724,-120.516747,9068.27,909.8816,54,890,828
53.4932583,-113.3310803,741.7,361,92.8,62.13,2142
442760087,-940902737,2,134,-232,138,3475
20.657181,-120.516682,10390.22,1691.277,39,891,1586
53.66180036,-113.2723956,640.82,218,175.4,83.12,249
442760086,-940902736,5,186,-234,129,4150
442760088,-940902746,2,168,-228,183,190
38.33154377,128.6334043,797,802,-396.6428571,7.55867194,1049.5
442760086,-940902736,6,157,-235,116,4460
53.69641911,-113.4648882,706.48,333,268.9,73.4,2415
442760087,-940902737,4,119,-234,176,3135
19.665284,-120.516842,6239.78,1800.815,-19,907,1682
37.45252585,128.9969967,1191,1020,-385.25,7.613426707,1027.5
53.67775679,-113.4986399,701.42,349,332.6,77.81,2937
17.949968,-120.516347,1381.49,1990.528,82,889,1912
25.956211,-120.516938,845.35,1104.313,-23,912,1042
442760087,-940902736,2,155,-234,143,4420
25.903938,-120.517073,844.55,1110.089,11,909,1050
442760086,-940902737,3,160,-231,144,4085
32.030931,-120.156753,10417.12,417.4409,54,882,416
39.13535644,124.4046286,1250,1101,-552,6.812016021,1349.5
442760086,-940902737,3,189,-230,119,4015
20.005442,-120.516777,7962.07,1763.283,-68,885,1646
21.319973,-120.516792,10390.22,1617.947,-90,919,1526
442760086,-940902739,1,197,-232,102,1470
53.66805295,-113.3782379,677.66,307,179.7,65.19,483
53.64551165,-113.55733,730.37,241,181.8,81.41,1353
28.808235,-120.516734,10416.42,788.8431,70,915,726
39.7545503,124.2740193,1088,771,-579.9642857,6.677617956,1403.5
442760085,-940902734,5,108,-234,121,4745
39.59119486,128.1372527,167,586,-48.64285714,9.231181198,377.5
442760086,-940902736,2,136,-235,150,4470
53.58661189,-113.6801704,698.91,347,189,72.19,1368
53.43511629,-113.436124,758.6,288,91.2,71.33,807
30.731952,-120.517053,10419.78,575.748,-57,889,550
53.4031927,-113.4147425,747.92,234,168.2,61.25,432
442760086,-940902736,5,142,-234,187,4430
24.913055,-120.516878,4901.91,1220.077,-44,898,1186
37.08289512,128.0031604,797,819,-249.5714286,8.26550621,765.5
22.176081,-120.517191,10392.49,1523.187,-3,920,1448
53.65299854,-113.4884166,709.1,208,182.4,73.64,1173
19.810985,-120.516889,7003.44,1784.724,81,881,1666
53.65536174,-113.4462208,703.05,259,151.6,77.43,351
22.352109,-120.516836,10394.87,1503.724,23,912,1432
37.38443977,128.1531103,902,1208,-547.8571429,6.831926846,1341.5
53.62646838,-113.3961939,698.34,297,193.9,76.45,45
53.66841419,-113.5246873,711.88,355,183.1,62.16,1398
34.073704,-118.335327,5714.77,118.6716,28,894,152
442760086,-940902735,1,122,-234,181,4590
53.67421824,-113.5341579,727.11,282,269.2,74.36,1557
53.70711376,-113.4909582,716.95,324,14.5,76.83,2592
39.29872498,125.976482,69,582,-486.75,7.125611507,1223.5
24.258031,-120.517123,7209.37,1292.709,42,883,1254
442760087,-940902737,4,186,-233,117,3715
18.315337,-120.517421,183,1950.015,78,916,1858
442760087,-940902737,6,168,-234,137,3285
31.118344,-120.516874,10414.38,532.9292,-74,897,514
21.01066,-120.517218,10391.51,1652.181,57,896,1554
442760087,-940902737,5,109,-233,150,3705
22.396441,-120.516701,10399.31,1498.825,-85,904,1428
442760086,-940902736,1,170,-234,169,4560
37.19755664,124.2853223,130,930,-476.3928571,7.175388568,1203.5
38.6862839,125.3359873,829,547,-543.7142857,6.85183767,1333.5
442760086,-940902738,3,189,-231,140,1685
30.145483,-120.516995,10419.45,640.7367,-47,908,604
442760085,-940902734,5,156,-234,164,4760
53.71549538,-113.3515707,693.82,221,263.7,76.63,2787
21.694076,-120.517165,10390.38,1576.536,-2,887,1492
53.38966213,-113.6075759,720.17,255,120.9,70.31,1758
25.929991,-120.516796,845.94,1107.211,-3,904,1046
53.64841034,-113.3676812,707.09,277,5.8,91.66,1446
30.42883,-120.51699,10418.62,609.3428,58,899,578
39.2945588,126.4354113,1313,586,-17.57142857,9.380512381,317.5
53.39047654,-113.4450841,731.1,382,269.5,65.46,2586
442760087,-940902737,2,163,-230,165,3525
442760088,-940902736,5,154,-234,114,2930
32.94192,-118.988622,9015.88,268.0471,-1,887,288
53.4613189,-113.7789551,765.89,205,270.3,78.79,267
29.772445,-120.516691,10422.14,682.059,11,886,638
53.6725718,-113.5199514,724.79,388,200,65.69,2895
31.543055,-120.516684,10414.44,485.8628,36,898,474
53.6167492,-113.5853758,724.01,292,106.7,98.5,1551
34.707212,-117.932849,2415.85,34.6843,-57,911,56
442760085,-940902735,6,200,-230,178,4905
22.000925,-120.516892,10392.45,1542.579,56,902,1464
40.01325,125.22302,550,500,-77,9,195.5
442760087,-940902737,3,140,-233,185,3160
38.35072459,124.8241952,1017,967,22.82142857,9.57464292,239.5
442760088,-940902736,6,106,-234,102,2920
442760087,-940902743,5,153,-235,137,725
53.46577671,-113.3634365,741.88,206,269.5,63.01,393
19.368905,-120.51696,4567.72,1833.561,85,896,1716
19.335445,-120.516861,4390.06,1837.25,-82,899,1720
34.702116,-118.121682,1560.05,17.00697,-19,889,32
53.49536312,-113.7463169,745.87,241,26.7,75.11,993
442760086,-940902739,2,164,-231,152,1665
53.3836194,-113.4361717,735.41,348,4.3,67.17,1692
20.701393,-120.516745,10389,1686.39,86,883,1582
32.176475,-119.972693,10364.34,393.6997,-83,882,396
37.65609433,126.5200624,1205,520,-733.25,5.94091745,1699.5
53.44017018,-113.7337261,727.12,382,265.6,74.87,1404
39.63954891,128.5922383,487,60,-84.89285714,9.056961483,447.5
32.335917,-119.770029,10157.43,367.6428,84,898,374
38.9131845,125.6463131,994,1236,-448.4285714,7.309786634,1149.5
53.45004275,-113.6903801,722.55,286,162.5,67.09,1449
53.46019061,-113.629857,738.62,359,0.9,92.62,2634
53.37052234,-113.3425317,766.09,338,181.9,73.59,1293
33.025593,-118.87984,8763.57,254.2429,64,909,276
442760087,-940902737,1,163,-231,111,2055
38.62333,126.6847,195,586,-67,6,19.5
442760086,-940902736,6,126,-233,106,4600
24.176176,-120.516737,7441.42,1301.779,14,904,1262
53.38914078,-113.3161755,771.18,330,146.4,74.55,1179
37.03061372,124.0750604,882,1230,-118.0357143,8.897674887,511.5
53.45954417,-113.7518758,738.18,296,297.6,69.23,1230
37.52757527,127.0075918,663,916,-614.1428571,6.513353654,1469.5
31.500773,-120.516777,10413.74,490.5451,-34,896,478
38.29023617,125.1980297,301,1324,-473.2857143,7.190321687,1197.5
37.53073716,128.6605695,1199,1051,-709.4285714,6.055404691,1653.5
442760087,-940902742,6,182,-231,184,1160
39.1677,127.4817,150,586,84,15,97.5
32.263415,-119.862115,10253.44,379.4594,-22,901,384
29.970254,-120.516972,10421.55,660.1485,-20,907,620
17.240021,-120.516844,5161.1,2069.192,-27,883,1998
53.6134482,-113.5691569,747.07,279,45.4,82.11,2712
38.7193203,127.0167344,1365,1262,-507.4642857,7.026057385,1263.5
25.418602,-120.516914,2717.62,1163.896,69,880,1124
39.40167,127.5369,195,586,-13,8,115.5
33.669495,-118.38384,6810.72,163.7737,-73,900,196
442760087,-940902736,6,147,-232,153,3870
34.710474,-118.012954,2160.46,27.08392,-73,893,46
442760086,-940902736,2,177,-233,165,4610
442760086,-940902740,1,193,-231,171,1495
18.45729,-120.517056,175.1,1934.293,-76,899,1836
37.19496055,125.4163555,152,1350,-332.4285714,7.86728972,925.5
442760086,-940902741,5,138,-231,102,1260
39.13575175,124.8183232,373,716,-620.3571429,6.483487417,1481.5
19.123848,-120.516798,3241.13,1860.65,-69,884,1746
53.41406182,-113.6267502,704.34,368,182.3,71.56,2859
442760087,-940902736,4,136,-231,105,2265
442760089,-940902746,3,155,-228,188,135
39.64536487,124.5760572,1225,586,-38.28571429,9.280958259,357.5
442760087,-940902736,3,164,-234,152,4415
442760087,-940902741,5,163,-232,188,970
53.46346748,-113.7524884,735.24,354,300.5,69.17,2505
53.59064488,-113.344575,753.63,393,162.5,114.35,1893
22.552754,-120.517307,10409.33,1481.544,-32,906,1414
29.99219,-120.516984,10422.68,657.7194,-88,916,618
38.93166806,128.0944059,265,987,-391.4642857,7.583560471,1039.5
442760087,-940902737,3,172,-230,137,3620
39.96330797,125.0344579,1327,586,-62.10714286,9.166471018,403.5
442760087,-940902736,1,125,-231,167,2240
442760085,-940902735,5,158,-230,154,4865
53.46394492,-113.7533856,729.21,274,303.2,83.1,2052
53.66221907,-113.3712745,691.25,338,152.1,76.84,522
31.521916,-120.516699,10413.9,488.2039,-54,884,476
32.40797,-119.677737,10061.62,355.803,-82,915,364
53.43942686,-113.5949791,754.34,319,162.9,66.55,3
442760088,-940902737,2,169,-232,151,2995
18.248501,-120.517298,182.03,1957.422,8,894,1868
17.994814,-120.517033,1070.21,1985.556,-34,912,1906
53.67294239,-113.5193713,720.22,292,16,68.88,2307
442760088,-940902737,1,126,-234,108,2860
39.21822255,124.6372407,470,200,-20.67857143,9.365579263,323.5
32.678183,-119.331121,9700.72,311.4811,81,886,326
442760086,-940902740,1,151,-233,170,1375
442760087,-940902737,5,140,-234,151,3245
442760085,-940902734,2,122,-234,177,4755
21.275854,-120.516825,10391.94,1622.833,52,920,1530
442760086,-940902736,1,132,-234,166,4165
37.25873004,126.6002203,499,586,-61.07142857,9.171448724,401.5
22.285884,-120.516834,10395.24,1511.05,73,909,1438
53.42088509,-113.6927006,726.17,395,267.8,70.23,891
53.64375987,-113.4359612,713.98,393,74.4,62.25,705
442760087,-940902736,3,125,-233,180,3830
22.022825,-120.51679,10393.94,1540.158,88,915,1462
53.66646453,-113.4431027,705.65,357,180.3,69.38,1683
442760087,-940902743,1,114,-234,168,650
29.684335,-120.517261,10422.97,691.8223,-62,897,646
53.44595421,-113.600666,774.18,387,147.5,48.81,2739
53.43688112,-113.5935626,729.48,368,324.9,85.43,222
38.43805407,125.1636892,1110,580,-288.9285714,8.076353377,841.5
53.66706917,-113.3372266,686.9,221,1.1,72.67,1149
442760087,-940902737,4,193,-231,135,1910
53.37820669,-113.3537659,770.52,389,174.2,68.98,600
37.51502094,126.4246708,886,695,-269.25,8.170929793,803.5
53.41867926,-113.6533139,662.22,253,154.2,80.87,402
442760086,-940902740,5,100,-232,174,1360
39.32434465,125.6363074,1340,767,-258.8928571,8.220706854,783.5
53.3725542,-113.3811386,742.99,225,357.6,71.81,114
53.54743349,-113.6966357,736.36,221,83.5,57.61,21
37.29277959,128.3816484,898,1242,-598.6071429,6.588019246,1439.5
53.64483327,-113.3530084,676.36,360,295.5,68.31,2313
53.57424615,-113.7465193,702.72,353,309.2,80.32,150
53.56078224,-113.7264042,748.65,364,262.8,74.58,594
39.22314589,125.6483266,431,1047,-263.0357143,8.20079603,791.5
442760086,-940902736,2,156,-234,125,3905
53.39131392,-113.6041898,729.56,399,294.6,64.22,1809
442760087,-940902738,4,106,-231,188,1790
21.496252,-120.51678,10391.59,1598.438,24,911,1510
442760086,-940902740,6,104,-231,119,1510
38.91318404,127.5187315,1378,943,-707.3571429,6.065360103,1649.5
442760087,-940902743,2,142,-236,137,595
53.5145789,-113.7097216,733.68,298,258.9,68.08,2652
39.40167,127.5369,195,586,-46,9,113.5
442760087,-940902737,6,110,-230,174,3635
34.700491,-118.136469,1495.4,15.63266,-34,910,30
34.704513,-118.09156,1750.67,19.8309,89,897,36
26.494434,-120.517207,2390.24,1044.746,78,919,962
53.68008866,-113.5135197,721.49,332,61.5,82.07,603
442760087,-940902737,4,117,-230,150,2030
40.8499966,129.666664,200,586,-46,9,25.5
442760087,-940902737,5,116,-233,183,3195
28.462177,-120.516943,10416.71,827.1669,27,899,758
442760086,-940902739,5,142,-231,114,1515
442760087,-940902743,4,192,-235,131,715
29.265961,-120.516941,10418.05,738.1711,-5,898,684
33.164078,-118.698385,8281.24,231.3552,-2,916,256
39.9078913,124.3224844,1259,500,-72.46428571,9.116693957,423.5
442760086,-940902741,6,111,-232,132,1200
39.60745169,124.2413989,81,847,-525.0714286,6.941436381,1297.5
38.14795481,126.137622,1044,1058,-498.1428571,7.07085674,1245.5
22.997884,-120.516749,9881.16,1432.25,-79,914,1374
22.088469,-120.516759,10393.42,1532.881,12,896,1456
38.76286528,125.8115802,1013,1318,-644.1785714,6.369000176,1527.5
53.39880885,-113.3017463,769.25,222,162,65.66,417
26.773528,-120.51686,3732.54,1013.925,-18,900,928
53.39454766,-113.4375263,726.81,294,2.1,85.52,42
442760087,-940902736,4,107,-230,111,2190
39.87393225,128.0207509,1016,1148,-563.3928571,6.757261254,1371.5
37.04200198,128.7261058,680,863,-719.7857143,6.005627629,1673.5
31.564189,-120.516775,10415.57,483.5217,3,893,472
29.463954,-120.516736,10420.82,716.2437,45,886,666
28.873325,-120.517054,10419.95,781.6302,-11,884,720
442760087,-940902737,4,125,-233,140,2570
53.44567201,-113.682649,720.33,257,91.6,69.94,216
442760086,-940902738,2,163,-231,169,1760
37.77749164,124.9105091,50,871,-193.6428571,8.53430234,657.5
31.139698,-120.516818,10415.35,530.5639,-88,918,512
442760088,-940902745,3,107,-232,159,275
18.182442,-120.516815,182.19,1964.703,17,880,1878
442760087,-940902736,3,118,-234,123,3885
39.33075588,124.9805656,1208,849,-718.75,6.010605335,1671.5
19.471478,-120.516955,5089.96,1822.254,38,899,1704
26.159531,-120.516835,966.93,1081.769,-53,893,1010
53.62153866,-113.5745579,723.04,389,85.8,68.91,2748
39.65256634,127.3775972,490,820,-463.9642857,7.235121042,1179.5
53.58397305,-113.6232759,728.32,223,319.5,87.85,1980
37.70802635,124.4559926,1394,977,-415.2857143,7.46907323,1085.5
53.65595334,-113.4722774,703.17,289,92.4,85.68,303
53.58051941,-113.7551021,698.89,215,73.5,66.64,1215
442760087,-940902736,4,126,-235,181,2730
27.098556,-120.517166,5651.44,978.0024,-82,894,892
442760087,-940902737,4,154,-233,110,3375
38.686834,125.702005,195,586,58,11,175.5
53.37840922,-113.3535529,767.43,210,347.8,69.35,435
38.686834,125.702005,195,500,-2,6,177.5
442760087,-940902744,5,184,-234,161,665
53.50611004,-113.701226,744.52,358,241.1,77.27,1650
